"iteration","dTime","dt","lon","lat","Month","Year","Bathymetry","Rugosity","Oxygen_Surface","Oxygen_100m","SSH","SLA","U","V","Chla_4km_8day","Chla_25km_monthly","FSLE_max","Theta_max","SST","SST_SD","MLD","ID","presabs"
1,"2011-03-10 16:00:00","2011-03-10",-78.9817479500477,26.7858321134825,3,2011,-133.44262295082,164.537713749057,,,-0.0474,0.6242,0.0103,0.0907,0.109084909988774,0.882680594921112,-0.120799377560616,50.1698989868164,23.9524933611043,0.381997560638697,26.0933268517256,"105595",1
1,"2011-03-11 16:00:00","2011-03-11",-78.9865846252051,26.7688798509186,3,2011,-177.082987551867,196.099935622216,,,-0.0439,0.6278,-0.0026,0.0694,0.142762375752563,0.882680594921112,-0.120799377560616,50.1698989868164,24.0241600261691,0.366679104146975,28.5348077267408,"105595",1
1,"2011-03-12 16:00:00","2011-03-12",-79.0041499186239,26.7816837108606,3,2011,-209.465020576132,209.73358201365,4.90036487579346,4.46138381958008,-0.0582,0.6133,0.0509,0.2377,0.126934537508835,0.48791441321373,-0.209759414196014,21.231819152832,23.7652711430668,0.359892722887888,38.9111014455557,"105595",1
1,"2011-03-14 17:00:00","2011-03-14",-79.047330648496,26.7995663770207,3,2011,-262.25,218.253747689626,4.90036487579346,4.46138381958008,-0.06,0.6115,0.0045,0.1874,0.117649831485992,0.48791441321373,-0.251011520624161,19.4812240600586,23.9058266954807,0.303054679474644,38.4533237814903,"105595",1
5,"2011-02-24","2011-02-24",-70.9061921574148,24.0717691841265,2,2011,-5525.23046875,7.3685612887243,4.82547092437744,4.70600891113281,0.0742,0.7599,0.0984,0.019,0.0343610516616276,0.0365659333765507,-0.141986876726151,88.3554840087891,24.7416600101317,0.0315775681864057,21.0577725470066,"105595",0
5,"2011-02-25","2011-02-25",-85.2383901308449,22.7262855744871,2,2011,-2219.21484375,34.5034913603525,4.55475854873657,4.36342573165894,-0.0235,0.6793,0.1625,0.0798,0.0554510608163415,0.0510965250432491,0,0,25.802215541982,0.0584617620756611,32.1970290392637,"105595",0
5,"2011-02-27","2011-02-27",-87.9778512294984,24.7444332809219,2,2011,-2158.2421875,296.374676648214,4.79051828384399,4.18284177780151,0.107,0.4471,-0.7041,1.034,0.216759821590112,0.143402650952339,0,0,25.6974933221005,0.0614758940182124,29.60295560956,"105595",0
5,"2011-02-28","2011-02-28",-78.2663273103144,18.5155196810012,2,2011,-1985.039408867,1411.86529538077,4.68476343154907,4.56153202056885,-0.0177,0.6909,0.1554,-0.144,0.343266912656171,0.0604148432612419,-0.0641807317733765,88.5965194702148,26.7945387521251,0.0145968548767634,,"105595",0
5,"2011-03-02","2011-03-02",-72.9522036396403,28.7578728609664,3,2011,-4541.57421875,56.430925669674,5.00693368911743,4.99691772460938,-0.0329,0.6021,-0.2368,0.1124,0.0600557312825505,0.0764136761426926,-0.0558503717184067,8.56628513336182,21.2697156432913,0.091573110386007,37.5377684533596,"105595",0
5,"2011-03-05","2011-03-05",-70.4620932113588,26.4722338063391,3,2011,-5495.0703125,6.06201104759604,4.89081764221191,4.86729145050049,-0.1371,0.5169,-0.0316,0.0234,0.0324205125929142,0.0287479534745216,-0.106394499540329,48.8343238830566,22.1294378462972,0.099137548531809,38.4533237814903,"105595",0
5,"2011-03-07","2011-03-07",-70.3697937273813,23.5351545431568,3,2011,-5502.70703125,26.8115447290865,4.83487462997437,4.7747802734375,-0.0116,0.6747,0.1775,0.0154,0.0395118825289668,0.0383430831134319,-0.0360703058540821,6.89317893981934,24.470826682852,0.0350815368918904,42.5733227580786,"105595",0
5,"2011-03-09","2011-03-09",-71.0304847583978,22.6361037789765,3,2011,-5202.23828125,96.9936821238181,4.84521007537842,4.80601263046265,-0.0146,0.6738,0.1899,0.1209,0.0541089591475166,0.0495736114680767,-0.063565731048584,-79.1635665893555,25.3133266640206,0.0551879891784458,12.2074043750763,"105595",0
5,"2011-03-13","2011-03-13",-81.2566255382127,30.5748536505249,3,2011,-16.76171875,2.96546451326125,,,0.0225,0.1086,,,0.887176475771095,1.17762804031372,0,0,16.1205490917175,0.210793658034617,18.7688842266798,"105595",0
5,"2011-03-15","2011-03-15",-86.6219106983635,27.1861672830263,3,2011,-3076.375,21.0551097612628,5.00741338729858,4.07335472106934,0.0673,0.3218,1.0134,-0.166,0.0884710387611876,0.102171763777733,-0.348442822694778,21.390157699585,24.7474933433347,0.26352960751744,16.3274033516645,"105595",0
1,"2011-02-21 04:00:00","2011-02-21",-79.12138329,27.07193299,2,2011,-212.9765625,171.178909496388,4.92932891845703,4.79696750640869,-0.0413,0.6341,-0.0595,0.1187,0.463443247520405,0.284637033939362,-0.416981309652328,6.25576829910278,23.3316600416477,0.31100297879443,0.610370218753815,"105600",1
1,"2011-02-22 04:00:00","2011-02-22",-79.03434022,27.16249795,2,2011,-64.078125,30.9722480142921,4.92932891845703,4.79696750640869,-0.0474,0.6281,-0.0571,0.1173,0.699856387575467,0.284637033939362,-0.0948441401124001,6.40939998626709,23.1047156022758,0.284409016114987,28.0770300626755,"105600",1
1,"2011-02-23 04:00:00","2011-02-23",-78.8933271873581,27.2022098462074,2,2011,-33.11328125,9.80550362541564,5.06079053878784,5.0176477432251,-0.065,0.6153,-0.11,-0.0322,0.865074643066951,0.358122229576111,-0.0965569540858269,7.84304094314575,22.779160053997,0.232260624274694,8.08740539848804,"105600",1
1,"2011-02-24 04:00:00","2011-02-24",-78.7622790681989,27.0848686073206,2,2011,-16.328125,7.40599584862184,5.06079053878784,5.0176477432251,-0.0707,0.6096,-0.1023,-0.0237,1.6974819354389,0.358122229576111,-0.240898981690407,41.9440269470215,22.82749338625,0.169880206098813,3.20444364845753,"105600",1
1,"2011-02-25 04:00:00","2011-02-25",-78.5312773830178,27.1704950019052,2,2011,-14.9921568627451,17.3230064485424,5.06079053878784,5.0176477432251,-0.0704,0.6019,-0.046,0.0806,1.51630236402802,0.629772424697876,-0.0980184078216553,5.73870229721069,22.9172156064668,0.180073173340113,35.0962875783443,"105600",1
1,"2011-02-26 04:00:00","2011-02-26",-78.0303035611855,27.1909152930477,2,2011,-346.760869565217,278.456740878588,5.06079053878784,5.0176477432251,-0.0891,0.5962,0.2154,-0.1206,0.85238685763695,0.791761159896851,-0.0891711786389351,50.9791603088379,23.3283267083888,0.137892294434029,56.6118377894163,"105600",1
1,"2011-02-28 04:00:00","2011-02-28",-77.4182895280898,27.4084527859555,2,2011,-1300.90625,91.0790165455357,5.11782646179199,5.10975551605225,-0.014,0.6361,-0.287,0.1283,0.0621957194288166,0.0586059056222439,-0.0194791313260794,84.8184051513672,23.3980489290527,0.0495014819561551,22.4311055392027,"105600",1
1,"2011-03-01 04:00:00","2011-03-01",-77.5634619804209,27.3748831182974,3,2011,-1300.140625,98.5939372415176,4.96351003646851,4.83944702148438,-0.0451,0.6055,-0.1979,0.2133,0.175870987985815,0.0504328571259975,-0.0229776110500097,-72.9932403564453,23.7752711428433,0.0795158946068494,33.1125843673944,"105600",1
1,"2011-03-02 04:00:00","2011-03-02",-77.8549488009367,27.3057764425803,3,2011,-866.59765625,262.067148696394,4.96351003646851,4.83944702148438,-0.0868,0.5665,-0.1025,0.1544,0.6661506886594,0.0578582212328911,-0.0775281190872192,73.3061141967773,23.3536044856016,0.103596819968232,39.0636940002441,"105600",1
1,"2011-03-03 04:00:00","2011-03-03",-78.6772332800358,27.4471959489365,3,2011,-341.2890625,208.170618270866,4.88859176635742,4.68371391296387,-0.0739,0.5914,0.0847,-0.0226,0.672750868769579,0.349080145359039,-0.101375117897987,22.7782859802246,23.3758267073271,0.0934229990563969,61.1896144300699,"105600",1
1,"2011-03-04 04:00:00","2011-03-04",-78.8472748842703,27.4189103167754,3,2011,-236.4296875,158.945973487047,4.88859176635742,4.68371391296387,-0.0811,0.5994,-0.0182,0.056,0.416899778272795,0.190250903367996,-0.0212281867861748,-17.853515625,23.649160034551,0.163504037361429,67.598501726985,"105600",1
1,"2011-03-06 04:00:00","2011-03-06",-79.2918441566872,27.6805428080275,3,2011,-564.765625,72.9747186279161,4.79405164718628,4.47546148300171,-0.06,0.5434,-0.1018,0.5756,0.0911755826400251,0.0628177225589752,-0.243334576487541,14.82421875,24.4449933500961,0.0929976937453298,49.439987719059,"105600",1
1,"2011-03-07 04:00:00","2011-03-07",-79.8027503804996,27.8193845809552,3,2011,-319.875,119.229421293407,4.79405164718628,4.47546148300171,-0.0129,0.1905,-0.1055,1.195,0.108679552771607,0.137008398771286,-0.0774287581443787,1.89835286140442,24.1138822463859,0.374007461220218,28.8399928361177,"105600",1
1,"2011-03-08 04:00:00","2011-03-08",-79.9335502841559,27.6759387705807,3,2011,-141.91796875,91.3779326633002,4.79405164718628,4.47546148300171,-0.0214,0.1888,-0.0847,1.1304,0.229531417543791,0.156842306256294,-0.325251340866089,3.14854383468628,23.6827711449108,0.509109076628256,10.8340713828802,"105600",1
1,"2011-03-09 04:00:00","2011-03-09",-80.056076887385,27.512326568947,3,2011,-48.3984375,35.2645664174089,,,-0.0116,0.0753,-0.0767,0.3428,0.466294047112266,0.552759766578674,-0.324560433626175,2.24977326393127,23.7655489208384,0.437769952275679,10.3762937188148,"105600",1
1,"2011-03-11 04:00:00","2011-03-11",-80.1490874019055,27.5727000117145,3,2011,-24.83984375,11.4323986802129,,,-0.028,0.0589,-0.0813,0.3756,0.343352145769379,0.552759766578674,0,0,22.5513822813105,0.463946740132222,11.7496267110109,"105600",1
1,"2011-03-12 04:00:00","2011-03-12",-80.206307950336,27.3416193082057,3,2011,-14.2962962962963,5.12561329630084,,,-0.048,0.0346,-0.0502,0.3961,0.293134791569577,0.564634144306183,0,0,22.8207341271418,0.347174587264217,,"105600",1
1,"2011-03-13 05:00:00","2011-03-13",-80.112018329134,27.1594822399179,3,2011,-27.3333333333333,22.3322398726357,,,-0.0585,0.0116,,,0.124426093629815,0.500475585460663,0,0,23.3570901486062,0.320990060671522,11.9022192656994,"105600",1
1,"2011-03-14 05:00:00","2011-03-14",-80.0304251382043,26.6647759536778,3,2011,-154.270833333333,86.1385466169862,,,-0.0495,0.0399,,,0.124708399176598,0.496532380580902,-0.294642120599747,-1.55891346931458,24.1916600224252,0.0561772392687843,32.8073992580175,"105600",1
1,"2011-03-15 05:00:00","2011-03-15",-79.9740820748683,26.1046654510016,3,2011,-221.97619047619,90.8777440910979,4.90036487579346,4.46138381958008,-0.0258,0.2115,0.1681,1.28,0.171109298434185,0.0756017416715622,-0.649643361568451,-4.30271434783936,24.4799933493138,0.160677134972673,37.5377684533596,"105600",1
1,"2011-03-16 05:00:00","2011-03-16",-79.9958630181444,25.6618821016878,3,2011,-271.2734375,148.494653754361,4.95226383209229,4.46367454528809,-0.0142,0.2776,0.3017,1.1758,0.119993553858022,0.0649038180708885,-0.30579873919487,-11.2090625762939,24.3822155737215,0.224284394942561,29.1451779454947,"105600",1
1,"2011-03-18 05:00:00","2011-03-18",-79.9448575983253,24.9548916309398,3,2011,-660.359375,128.938668160714,4.9117259979248,4.45939159393311,-0.1213,0.3598,0.3154,0.9473,0.0493485193167414,0.0480329282581806,-0.216148048639297,-16.0443820953369,25.010826670782,0.148850352975594,32.8073992580175,"105600",1
1,"2011-03-19 05:00:00","2011-03-19",-79.989763679572,24.8027268411886,3,2011,-712.80078125,121.688397304767,4.9117259979248,4.45939159393311,-0.118,0.3631,0.3638,1.0191,0.0501002445816994,0.0480329282581806,-0.219428524374962,-22.777099609375,25.0986044465978,0.116230133100351,32.8073992580175,"105600",1
1,"2011-03-20 05:00:00","2011-03-20",-80.0899807305646,24.858500610271,3,2011,-512.19921875,170.729723796481,4.83310604095459,4.25774717330933,-0.1375,0.1929,0.578,1.0804,0.0551802626221764,0.0622066594660282,-0.187292367219925,-23.2071571350098,24.8041600087347,0.166276444233396,33.1125843673944,"105600",1
1,"2011-03-21 05:00:00","2011-03-21",-80.1002079975053,25.0341080670876,3,2011,-304.7109375,153.228198518022,,,-0.1274,0.1164,0.3756,1.1121,0.0593928824730065,0.15127994120121,-0.126179426908493,-10.8125886917114,24.6199933461845,0.201692831259473,35.5540652424097,"105600",1
1,"2011-03-22 05:00:00","2011-03-22",-79.7540180281576,25.6680063767147,3,2011,-713.44921875,140.431789874054,4.95226383209229,4.46367454528809,-0.0822,0.2097,0.2429,1.4046,0.0518597736954689,0.0673775598406792,-0.206642240285873,-2.9001088142395,25.5124933262356,0.0551037969262522,48.6770249456167,"105600",1
1,"2011-03-23 05:00:00","2011-03-23",-79.1739053694377,25.6182980276274,3,2011,-9.4421768707483,34.6087979256563,4.95226383209229,4.46367454528809,-0.0247,0.6255,0.1732,-0.006,0.337750603086673,2.84411859512329,-0.0429169908165932,50.2253494262695,24.3747155738891,0.229078722595871,29.7555481642485,"105600",1
1,"2011-03-25 05:00:00","2011-03-25",-78.5979597782074,25.40387829017,3,2011,-10.4453125,3.46366822155639,5.1015305519104,,-5e-04,0.6322,0.3347,0.2267,0.312891866307001,0.480827271938324,-0.0753365457057953,44.1384963989258,24.2241600216987,0.037824783168663,3.20444364845753,"105600",1
1,"2011-03-26 05:00:00","2011-03-26",-78.2631464539979,25.0170276863693,3,2011,-1.55,0.888784060904694,5.1015305519104,,0.0612,0.6661,0.1922,0.1156,,0.660644829273224,-0.0295136179775,63.285327911377,24.376993351616,0.0309783009462085,3.20444364845753,"105600",1
1,"2011-03-27 05:00:00","2011-03-27",-78.2729898601957,24.9978282484067,3,2011,-1.42857142857143,0.77449476873861,5.06852245330811,,0.0493,0.6596,0.0099,0.0756,,,-0.0349600873887539,69.9460830688477,24.6596600119646,0.0284645366875587,3.20444364845753,"105600",1
1,"2011-03-29 05:00:00","2011-03-29",-78.5335621946763,24.1053507317516,3,2011,-1.12109375,0.361077329993582,5.06852245330811,,0.0886,0.7029,0.0947,-0.0937,,0.340512067079544,-0.0400828160345554,-0.155773162841797,25.7105488773643,0.0327714541324936,3.20444364845753,"105600",1
1,"2011-03-30 05:00:00","2011-03-30",-78.5852195123531,23.5784411294758,3,2011,-1.02734375,0.16340247136154,4.91537475585938,4.68435144424438,0.0659,0.6796,-0.1194,0.4213,0.620095196180046,0.400983512401581,-0.0636836141347885,-10.3979015350342,25.9072155396351,0.0460193185858476,3.20444364845753,"105600",1
1,"2011-03-31 05:00:00","2011-03-31",-78.7021194663612,23.2651100380611,3,2011,-71.88671875,128.317952449982,4.91537475585938,4.68435144424438,0.0208,0.6493,-0.2249,0.4745,0.163735097782178,0.580285727977753,-0.205108150839806,9.68088436126709,26.6472155230948,0.0275277631474566,13.5807373672724,"105600",1
1,"2011-04-03 05:00:00","2011-04-03",-78.9354751229771,22.7071846657155,4,2011,-98.9874476987448,128.056463425205,,,-0.0775,0.6018,0.1421,-0.0252,1.42306925898248,0.788249850273132,0,0,26.7522155207479,0.113215622617987,7.32444262504578,"105600",1
1,"2011-04-05 05:00:00","2011-04-05",-79.1385752178766,22.7411808096864,4,2011,-211.907172995781,153.132876245805,,,-0.0554,0.6083,0.14,-0.041,3.60638174215953,1.22124898433685,0,0,26.0166599816332,0.12398156267878,18.4636991173029,"105600",1
1,"2011-04-06 05:00:00","2011-04-06",-79.2963749614117,22.7247515579318,4,2011,-198.438053097345,163.098247592512,,,-0.0469,0.6116,0.1194,-0.0221,3.34633535317012,1.58607089519501,0,0,26.4148504489235,0.124955787708429,13.2755522578955,"105600",1
1,"2011-04-07 05:00:00","2011-04-07",-80.0936235767574,22.9708122957073,4,2011,-35.4166666666667,91.1932450564472,,,-0.0395,0.6017,,,,4.18652200698853,0,0,26.0241312458341,0.0397777065593206,19.6844395548105,"105600",1
1,"2011-04-08 05:00:00","2011-04-08",-80.2168043815815,22.9462156020735,4,2011,-1.25641025641026,0.439477181592165,,,-0.0439,0.5973,,,,4.18652200698853,0,0,25.8942790319877,0.0223488450963984,12.6651820391417,"105600",1
3,"2011-02-21 12:00:00","2011-02-21",-83.6089456053106,24.8570471681788,2,2011,-70.1484375,5.5044934852729,4.77415704727173,,-0.0054,0.1256,0.1606,-0.0906,0.157032765600146,0.0947458371520042,-0.258935213088989,34.0715293884277,21.5516600814338,0.213427801692097,17.8533288985491,"105600",0
3,"2011-02-22 12:00:00","2011-02-22",-76.1643523081867,30.2526417012556,2,2011,-3916.75,897.642210045239,5.13870143890381,4.9555196762085,-0.261,0.4226,0.1598,0.4905,0.338958931516628,0.0776103436946869,-0.140163898468018,4.08060646057129,21.32082675326,0.0660465189252233,46.5407291799784,"105600",0
3,"2011-02-24 12:00:00","2011-02-24",-78.58705895004,27.9023826853739,2,2011,-924.29296875,26.147472216427,5.06079053878784,5.0176477432251,-0.0096,0.646,-0.1239,-0.0472,0.0633296454135252,0.0488229617476463,-0.163747876882553,11.5141448974609,23.4497155945645,0.06909563036678,40.2844344377518,"105600",0
3,"2011-02-28 12:00:00","2011-02-28",-70.730787621876,24.7359071328853,2,2011,-5550.53125,5.118880851951,4.82547092437744,4.70600891113281,-0.0212,0.6415,0.1663,-0.1444,0.0309262943587133,0.0346789062023163,-0.0338591709733009,35.9192276000977,24.2244377994703,0.0295145908352023,32.5022141486406,"105600",0
3,"2011-03-01 12:00:00","2011-03-01",-86.6996455049728,27.9651918797089,3,2011,-2917.828125,180.101827815136,5.00741338729858,4.07335472106934,-0.0597,0.1607,0.3752,-0.1456,0.16479273626999,0.126850292086601,-0.124946065247059,-80.4456100463867,22.1716600675757,0.310947852712083,12.8177745938301,"105600",0
3,"2011-03-02 12:00:00","2011-03-02",-71.0732066137752,22.8826922789174,3,2011,-5256.19921875,50.8318581532175,4.84521007537842,4.80601263046265,-0.0228,0.6727,-0.0155,-0.0557,0.0367514734365502,0.0502412207424641,-0.0665133222937584,-66.050178527832,24.9386044501741,0.0727089201216634,36.7748056799173,"105600",0
3,"2011-03-04 12:00:00","2011-03-04",-72.6349262016303,31.2567811365052,3,2011,-5361.5,20.9531690709937,5.08613061904907,5.02278327941895,-0.1325,0.5544,-0.1162,0.137,0.119369489501934,0.103662975132465,-0.125318512320518,73.1268081665039,19.6116601247962,0.0475995187415689,126.499227836728,"105600",0
3,"2011-03-05 12:00:00","2011-03-05",-76.9304161603566,27.0396258123935,3,2011,-1627.9921875,486.377880948528,4.97858715057373,4.88362503051758,-0.1187,0.5506,-0.2387,-0.0322,0.0992619007521746,0.0634006187319756,-0.0910996869206429,-52.0413627624512,22.6513822790753,0.0598165170589704,45.3199887424707,"105600",0
3,"2011-03-06 12:00:00","2011-03-06",-73.3020029688649,36.1771929844648,3,2011,-3456.22265625,87.9414758288481,5.64700889587402,5.09245252609253,-0.5383,-0.1955,0.8776,0.567,0.281493066829078,0.479597151279449,-0.0847521647810936,80.0126647949219,17.1511046242383,0.899443546863097,68.8192421644926,"105600",0
3,"2011-03-07 12:00:00","2011-03-07",-86.0706913779864,20.7935050482344,3,2011,-1451.14453125,263.629684218883,,,0.0341,0.664,0.2963,0.6298,0.0821854561871412,0.0685252472758293,-0.0548757128417492,-39.5521202087402,26.6224933014252,0.0247703734558575,56.6118377894163,"105600",0
3,"2011-03-08 12:00:00","2011-03-08",-77.1926911068816,22.1780272983586,3,2011,-826.33984375,587.053150660456,,,-0.0894,0.5812,-0.0538,-0.037,0.0482497029006481,0.0549302995204926,-0.424215584993362,-15.0305309295654,25.0016600043203,0.0330799888961186,13.5807373672724,"105600",0
3,"2011-03-09 12:00:00","2011-03-09",-70.6750281143192,28.8510930558101,3,2011,-5441.48828125,2.96513389159715,5.00857400894165,5.01069927215576,-0.0664,0.5568,-0.1757,0.0465,0.0443223220657329,0.0633561611175537,-0.101477652788162,61.6165542602539,20.9699934277684,0.0924893795626252,47.4562845081091,"105600",0
3,"2011-03-11 12:00:00","2011-03-11",-82.54748248862,26.9747745355741,3,2011,-14.4408163265306,4.1874088376349,5.31273937225342,,0.0182,0.1898,-0.0272,-0.1883,0.165491032661224,0.196922197937965,-0.0402232483029366,5.32944107055664,19.4085648912404,0.0758536832025378,11.5970341563225,"105600",0
3,"2011-03-12 12:00:00","2011-03-12",-75.8528557131995,31.3655662604701,3,2011,-3183.890625,33.1648844234912,4.92271947860718,4.67446899414062,0.072,0.7911,-0.5551,-0.2709,0.112647034453623,0.125521689653397,-0.199269756674767,-13.3890724182129,21.5186045266171,0.100204154439878,96.4384945631027,"105600",0
3,"2011-03-15 12:00:00","2011-03-15",-77.8755603540747,30.3259117955564,3,2011,-824.03515625,16.078567343474,4.92541456222534,4.68031883239746,-0.1618,0.4941,-0.6834,-0.4531,0.0730254787723629,0.0775600597262383,-0.0366370342671871,-11.7029876708984,22.277771176315,0.214437613323479,56.0014675706625,"105600",0
3,"2011-03-17 12:00:00","2011-03-17",-72.7571712550011,25.1351379826545,3,2011,-5483.75390625,16.5616490717407,4.90565586090088,4.8528299331665,0.1074,0.7911,0.2145,-0.0511,0.0377424707522198,0.0356365516781807,-0.0478945970535278,76.0387725830078,23.7361044770521,0.0362749632260173,36.317028015852,"105600",0
3,"2011-03-20 12:00:00","2011-03-20",-84.2534866318926,25.3611073737686,3,2011,-187.1328125,55.179261676083,4.93696260452271,4.18240165710449,-0.0562,0.1665,0.0403,-0.1161,0.099856402192797,0.098362423479557,-0.111466318368912,53.5849189758301,23.4874933714979,0.123273792397635,28.8399928361177,"105600",0
3,"2011-03-23 12:00:00","2011-03-23",-76.1219250690096,26.2131114193093,3,2011,-4766.3515625,16.6460687668938,5.03472471237183,4.92069673538208,-0.0091,0.644,-0.1233,0.0696,0.0446544995873558,0.0346159227192402,-0.0736826360225677,41.3615875244141,22.9172156064668,0.0642144211151795,34.9436950236559,"105600",0
3,"2011-03-25 12:00:00","2011-03-25",-70.6560410093921,25.305509422808,3,2011,-5534.8515625,6.76390633595474,4.86210584640503,4.81730461120605,-0.1029,0.5458,0.0828,0.3756,0.0332705743838938,0.032907634973526,-0.0454920828342438,48.812313079834,23.6513822567236,0.106748106403605,25.0251789689064,"105600",0
3,"2011-03-27 12:00:00","2011-03-27",-68.9911607180458,24.5905527271656,3,2011,-5655.0546875,14.0867389141453,4.75611019134521,4.73744487762451,-0.0742,0.579,0.1044,-0.4364,0.0503569346021962,0.0332285240292549,-0.0659904852509499,-76.9747695922852,24.4908266824049,0.140699778558672,14.4962926954031,"105600",0
3,"2011-03-29 12:00:00","2011-03-29",-70.821170434426,24.4309635292404,3,2011,-5531.609375,10.9420823734181,4.84792423248291,4.79139518737793,-0.1584,0.5153,0.1582,0.3432,0.0591838293605381,0.0367403067648411,-0.0531612485647202,83.7843933105469,25.0136044484977,0.0665540700966729,10.8340713828802,"105600",0
3,"2011-03-30 12:00:00","2011-03-30",-75.7224305283071,29.1646465742927,3,2011,-5012.0703125,4.46543780652262,4.9456615447998,4.88791131973267,-0.0543,0.6142,0.4045,-0.1319,0.0877790689772489,0.0511748008430004,-0.0729938670992851,78.6692657470703,22.4972156158545,0.0905100167155532,12.6651820391417,"105600",0
3,"2011-03-31 12:00:00","2011-03-31",-74.5485060253267,37.4333869133265,3,2011,-150.375,181.781359729478,6.22157764434814,,-0.0432,-0.2138,0.0086,0.0344,0.818999575108898,0.935206830501556,-0.033277440816164,-7.64142799377441,8.43888259674942,0.505663783145854,19.6844395548105,"105600",0
3,"2011-04-01 12:00:00","2011-04-01",-71.3984461414339,27.9476634156152,4,2011,-5348.7265625,41.4370706141063,5.00895357131958,4.86556625366211,-0.0787,0.5692,0.0864,-0.1699,0.0443801489107463,0.0342495143413544,-0.0351477973163128,35.572322845459,22.1686045120884,0.0692058106688997,10.8340713828802,"105600",0
3,"2011-04-03 12:00:00","2011-04-03",-71.2638285453102,37.0278451505375,4,2011,-4125.75390625,28.2003682421896,5.89475345611572,4.91761922836304,-0.646,-0.4031,-0.1296,-0.2102,1.06063920746044,0.654643952846527,-0.537228882312775,-52.4877548217773,14.998882450122,0.175983400767472,72.0236858129501,"105600",0
